UID,Section,TBL1_iRAT,TBL2_iRAT,TBL3_iRAT,TBL4_iRAT,TBL1_tRAT,TBL2_tRAT,TBL3_tRAT,TBL4_tRAT,,,,,,,,,,,,,,,,,,,,,,,,,,
21157,F2F_2020,3,3,5,5,15,14,15,15,1,1,1,1,1,0,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21221,F2F_2020,5,2,1,2,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21100,F2F_2020,4,3,3,3,15,14,15,14,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21162,F2F_2020,4,1,3,5,15,13,15,15,1,1,1,1,1,0,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
21123,F2F_2020,2,3,4,3,15,14,15,15,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21110,F2F_2020,3,3,5,4,15,10,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21059,F2F_2020,4,1,4,3,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21173,F2F_2020,3,2,3,4,15,15,14,14,1,0.5,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21090,F2F_2020,3,2,5,2,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
21184,F2F_2020,3,2,2,1,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21291,F2F_2020,2,2,4,1,15,14,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21120,F2F_2020,5,4,3,3,15,13,16,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21161,F2F_2020,3,4,4,3,15,15,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21156,F2F_2020,3,5,5,4,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21116,F2F_2020,4,4,4,3,15,13,16,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21124,F2F_2020,2,3,2,5,15,13,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21153,F2F_2020,4,4,1,3,12,15,14,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21290,F2F_2020,4,1,4,3,15,14,14,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21092,F2F_2020,5,3,3,2,15,13,16,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21286,F2F_2020,3,3,2,4,15,14,15,15,1,1,1,1,1,0,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21200,F2F_2020,3,4,2,4,15,14,14,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21226,F2F_2020,2,3,4,2,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21225,F2F_2020,3,1,3,2,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21099,F2F_2020,4,1,3,4,15,14,14,15,1,1,1,1,1,0,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21220,F2F_2020,3,2,4,5,15,14,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21098,F2F_2020,3,2,5,3,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21163,F2F_2020,5,1,3,2,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21136,F2F_2020,4,3,4,4,15,14,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21057,F2F_2020,4,4,4,5,15,10,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21114,F2F_2020,4,2,3,5,15,15,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
21102,F2F_2020,5,4,3,3,15,15,12,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21058,F2F_2020,2,4,3,3,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21119,F2F_2020,2,3,2,4,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
21077,F2F_2020,3,2,0,5,15,14,14,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21051,F2F_2020,3,1,3,2,15,15,15,15,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
21144,F2F_2020,2,2,3,3,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21176,F2F_2020,5,2,2,5,15,14,15,15,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21191,F2F_2020,5,2,3,3,15,15,10,15,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21247,F2F_2020,1,4,3,5,15,14,15,15,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
21158,F2F_2020,3,3,3,1,15,15,12,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21204,F2F_2020,4,3,5,3,15,15,15,15,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21250,F2F_2020,3,3,2,4,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21196,F2F_2020,3,2,3,4,15,15,15,15,1,1,1,1,0,1,7999,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
21137,F2F_2020,5,2,2,4,15,15,10,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
21133,F2F_2020,4,2,3,2,15,15,10,15,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21167,F2F_2020,2,2,2,1,15,10,15,15,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21182,F2F_2020,3,4,3,4,15,15,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21142,F2F_2020,5,2,3,2,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21180,F2F_2020,1,1,2,4,15,15,14,14,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
21052,F2F_2020,3,5,2,2,15,15,10,15,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21187,F2F_2020,5,3,2,3,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21079,F2F_2020,3,2,2,2,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21047,F2F_2020,4,4,5,4,15,14,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20933,F2F_2020,3,4,2,3,15,15,10,15,1,1,1,1,0,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21198,F2F_2020,4,4,3,4,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20941,F2F_2020,2,1,2,3,15,15,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
18996,F2F_2019,2,3,4,2,14,14,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18995,F2F_2019,3,4,4,0,14,12,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,9999,7999,9999,1,1,7999,7999,7999,7999,7999
18881,F2F_2019,4,4,4,4,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18894,F2F_2019,3,4,3,3,15,13,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18866,F2F_2019,4,3,2,3,15,12,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18836,F2F_2019,4,3,5,3,14,14,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19031,F2F_2019,4,3,2,2,14,14,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18862,F2F_2019,3,3,3,4,14,13,15,12,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19153,F2F_2019,5,4,4,4,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19000,F2F_2019,4,0,4,1,14,15,14,13,1,9999,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18977,F2F_2019,2,2,3,2,14,14,14,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18922,F2F_2019,5,4,5,4,15,14,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18993,F2F_2019,2,3,3,4,14,13,15,12,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18906,F2F_2019,4,4,4,0,14,15,14,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,9999,1,1,7999,7999,7999,7999,7999
18945,F2F_2019,3,3,5,2,14,13,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18858,F2F_2019,2,3,3,7999,15,12,15,7999,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,9999,1,1,7999,7999,7999,7999,7999
18994,F2F_2019,2,3,2,0,14,14,14,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,9999,7999,9999,1,1,7999,7999,7999,7999,7999
18885,F2F_2019,3,4,2,3,15,13,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
17079,F2F_2019,3,4,3,3,14,12,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19034,F2F_2019,3,3,1,4,14,14,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18856,F2F_2019,3,5,4,2,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18947,F2F_2019,4,3,4,4,15,12,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19077,F2F_2019,3,2,0,3,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,9999,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18833,F2F_2019,4,2,2,4,14,14,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19074,F2F_2019,4,2,1,3,14,15,13,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19073,F2F_2019,2,3,2,3,14,13,13,15,1,1,1,1,1,9999,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19006,F2F_2019,4,1,4,3,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18956,F2F_2019,4,3,3,5,14,14,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18851,F2F_2019,2,2,3,0,14,13,15,12,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19026,F2F_2019,4,3,2,2,14,15,13,14,1,9999,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18981,F2F_2019,2,4,3,5,15,13,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18864,F2F_2019,3,1,3,2,14,14,13,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19138,F2F_2019,2,4,0,3,15,14,13,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18992,F2F_2019,4,2,3,4,15,12,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18924,F2F_2019,4,2,2,4,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18991,F2F_2019,3,2,4,2,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18834,F2F_2019,3,3,5,2,14,15,13,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19010,F2F_2019,2,3,3,5,14,13,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18849,F2F_2019,5,3,3,4,14,15,13,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19024,F2F_2019,3,3,4,2,14,12,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18827,F2F_2019,4,3,4,3,14,13,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18960,F2F_2019,4,4,2,2,15,13,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19112,F2F_2019,4,3,4,2,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19035,F2F_2019,5,2,5,2,15,15,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18919,F2F_2019,4,4,3,4,15,14,13,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18979,F2F_2019,5,3,2,2,14,14,14,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18903,F2F_2019,4,3,2,4,15,14,14,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18990,F2F_2019,4,3,3,5,15,14,15,14,1,9999,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18900,F2F_2019,2,3,4,3,14,12,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19141,F2F_2019,4,2,2,4,14,14,13,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18951,F2F_2019,5,4,3,0,14,14,13,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,9999,1,1,7999,7999,7999,7999,7999
18958,F2F_2019,2,4,4,4,14,15,14,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18865,F2F_2019,3,2,5,3,14,13,15,12,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18901,F2F_2019,5,3,1,0,14,12,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,9999,1,1,7999,7999,7999,7999,7999
19067,F2F_2019,5,4,3,3,15,13,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18952,F2F_2019,5,2,5,4,15,14,13,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18842,F2F_2019,2,2,3,2,14,13,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18872,F2F_2019,4,2,3,3,14,15,13,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18857,F2F_2019,4,3,4,4,15,13,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18950,F2F_2019,4,3,4,4,15,14,13,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18829,F2F_2019,4,3,3,4,14,12,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18873,F2F_2019,3,2,2,3,14,13,15,12,1,1,1,1,1,9999,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19004,F2F_2019,5,4,3,3,14,12,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19028,F2F_2019,5,4,3,4,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18879,F2F_2019,4,2,4,2,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19014,F2F_2019,3,4,4,5,15,15,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18828,F2F_2019,3,3,4,2,15,13,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18838,F2F_2019,5,3,2,5,14,14,13,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19007,F2F_2019,3,3,2,4,14,12,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,9999,7999,1,1,1,7999,7999,7999,7999,7999
19083,F2F_2019,4,4,3,4,15,14,14,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19046,F2F_2019,3,5,2,4,15,15,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19070,F2F_2019,4,3,2,2,14,12,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18845,F2F_2019,2,2,2,1,14,13,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18999,F2F_2019,5,3,4,4,14,12,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18839,F2F_2019,2,3,2,3,14,14,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19017,F2F_2019,3,2,3,3,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19030,F2F_2019,4,3,3,3,15,12,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18937,F2F_2019,5,0,3,3,15,13,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18917,F2F_2019,5,3,4,4,14,15,13,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19039,F2F_2019,4,3,0,4,15,15,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18830,F2F_2019,4,4,2,3,15,13,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18920,F2F_2019,4,3,1,5,15,12,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19043,F2F_2019,3,3,3,3,15,12,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18878,F2F_2019,2,4,3,2,14,12,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18965,F2F_2019,4,4,3,3,15,13,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19016,F2F_2019,4,1,4,5,15,13,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19019,F2F_2019,4,4,4,4,15,12,15,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19111,F2F_2019,3,3,4,2,14,14,14,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19040,F2F_2019,4,3,4,4,14,14,13,14,1,1,1,1,1,9999,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18840,F2F_2019,5,2,5,4,15,14,14,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18934,F2F_2019,3,1,3,1,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18941,F2F_2019,5,5,3,2,15,15,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18954,F2F_2019,3,3,4,2,14,14,13,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18911,F2F_2019,5,4,4,4,15,13,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19027,F2F_2019,5,4,4,2,15,13,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18898,F2F_2019,4,3,2,0,15,14,13,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,9999,1,1,7999,7999,7999,7999,7999
19013,F2F_2019,3,2,3,1,14,13,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18893,F2F_2019,2,2,3,4,15,13,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18875,F2F_2019,2,4,4,4,15,14,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18861,F2F_2019,4,2,1,3,14,14,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18984,F2F_2019,5,2,1,0,15,13,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,9999,7999,9999,1,1,7999,7999,7999,7999,7999
18969,F2F_2019,3,3,4,2,15,15,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18870,F2F_2019,3,3,0,4,15,12,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18980,F2F_2019,4,2,4,3,15,13,15,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
19076,F2F_2019,3,3,2,3,14,14,12,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18877,F2F_2019,4,5,0,4,14,13,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18927,F2F_2019,4,2,5,3,14,12,15,13,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18967,F2F_2019,3,3,3,3,14,13,14,14,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
18904,F2F_2019,3,1,2,1,14,13,13,15,1,1,1,1,1,1,7999,1,1,1,1,1,1,1,7999,1,1,7999,1,1,1,7999,7999,7999,7999,7999
